,"M Street Beach, South Boston: Bacterial Water Quality 2021",,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,"Weekly sampling by DCR began May 27, 2021.  ",,,
,,,,
,, Daily Rainfall (in.),,M Street
,,,,
,2021-05-27 00:00:00,0.01,,<2
,2021-06-03 00:00:00,0,,<2
,2021-06-10 00:00:00,0,,<2
,2021-06-17 00:00:00,0,,2
,2021-06-24 00:00:00,Trace,,2
,2021-07-01 00:00:00,1.28,,<2
,2021-07-02 00:00:00,1.67,,7
,2021-07-08 00:00:00,0.3,,<2
,2021-07-10 00:00:00,0.05,,137
,2021-07-12 00:00:00,1.21,,27
,2021-07-15 00:00:00,0,,8
,2021-07-22 00:00:00,Trace,,3
,2021-07-29 00:00:00,0.01,,<2
,2021-08-05 00:00:00,1.42,,6
,2021-08-12 00:00:00,0,,8
,2021-08-19 00:00:00,1.14,,3
,2021-08-26 00:00:00,0,,5
,2021-09-03 00:00:00,0,,51
